vendor_id,siren,vendor_name,iban,address,ape_code,creation_date,is_active
V00201,887947055,Torres SASU,FR7873864631752071678112669,"61, chemin Bourgeois, 76964 Rivière-sur-Mer",8299Z,2024-08-20,True
V00202,694097499,Pages SARL,FR4749946579678427114773201,"rue Joseph Weber, 77795 Brunet",4669A,2012-12-31,True
V00203,097289623,Loiseau SCI,FR9611877347784858800616756,"1, boulevard Delmas, 97448 Marin",6201Z,2017-03-23,True
V00204,130756263,Lucas SASU,FR3367197889778280647969545,"rue de Rodriguez, 46457 Michel-sur-Salmon",4321A,2006-08-26,True
V00205,970283857,Gillet SASU,FR4365565033349114152085076,"8, rue de Prévost, 48684 BretonBourg",5510Z,1999-05-01,True
V00206,527858549,Roussel EURL,FR3635785294563718344049639,"619, rue Hélène Laporte, 60537 Perrot",4321A,2019-07-11,True
V00207,348434437,Gilles SARL SAS,FR3446853664987820829737489,"9, chemin Pinto, 19346 Letellier",4799B,2013-03-10,True
V00208,584419866,Gay EURL,FR4351364424936312303477866,"34, chemin Lopes, 84663 Weiss",4799B,2009-12-23,True
V00209,404157473,Mace S.A.R.L. SAS,FR9500159416516231981898471,"6, boulevard Nathalie Perrier, 95861 Briand",4669A,2022-08-20,True
V00210,484219933,Meunier Gautier S.A. SASU,FR3347649078515867342575409,"4, boulevard Alice Ruiz, 81817 Pottier",6201Z,2003-04-21,True
V00211,833016571,Joubert S.A. SCI,FR8676064413432756041776561,"28, avenue Josette Chauveau, 70855 De Sousa",8299Z,2025-03-14,True
V00212,082677345,Ledoux SA SAS,FR3527206345911238296577242,"71, rue Anaïs Hoareau, 73329 Saint Frédérique",4799B,2017-11-03,True
V00213,019380262,Blanc Pinto S.A. SCI,FR0220696942152910867713334,"36, rue Joséphine Fabre, 36844 Humbert",6201Z,2004-12-04,True
V00214,724004991,Lejeune Rodrigues SA EURL,FR6043973597107256366941180,"67, boulevard de Lacombe, 95929 Saint Philippe",4799B,2005-11-22,True
V00215,788728743,Hernandez SA,FR2552809242875721586241502,"56, boulevard Véronique Samson, 33629 Nguyen",6201Z,2009-06-13,True
V00216,274205493,Gomes Gallet S.A.R.L. SA,FR5328703203207427617075877,"rue de Denis, 44195 Jacquet",4669A,2022-01-01,True
V00217,668516122,Roy Bouvet S.A.S. SASU,FR4449939089261371504165915,"avenue Neveu, 84591 Techer-la-Forêt",4321A,2024-01-03,True
V00218,304637454,Boulanger SA SA,FR9197592304501896164236103,"34, chemin Marin, 55853 Pottier",5510Z,2018-05-06,True
V00219,904530174,Pelletier Chartier SA SCI,FR4658377674996165926610857,"97, boulevard de Perez, 37579 Chevalierdan",4669A,2024-04-30,True
V00220,841459332,Gérard EURL,FR5743864908108186617945491,"avenue de Colin, 97633 LambertBourg",4321A,2000-05-14,True
V00221,795687833,Fischer SAS,FR7559779452321941680061027,"89, boulevard Sylvie Chauvet, 46807 HernandezBourg",8299Z,2006-02-23,True
V00222,187851910,Dufour Garcia S.A. SASU,FR2703037236831472760122777,"533, avenue de Roux, 42108 Sainte Arnaudedan",5510Z,1999-10-29,True
V00223,398225871,Da Silva SASU,FR8067899730806958146717957,"chemin Pages, 24580 Navarro",8299Z,2012-08-09,True
V00224,971870728,Guillou Vasseur S.A.S. SAS,FR9159724665729341722329716,"93, rue Pelletier, 33465 Roger",4321A,2019-04-29,True
V00225,908740640,Andre SARL EURL,FR8719318374550842891077119,"9, rue Lombard, 16991 Étienne",8299Z,2010-09-02,True
V00226,910651801,Petitjean Klein et Fils SAS,FR2587125521376037548214565,"363, avenue Anouk Albert, 66913 Martinez",4321A,2011-01-15,True
V00227,462265676,Rodrigues SARL,FR2408115562606029084668455,"792, rue Émilie Ferrand, 97689 Rocherboeuf",4321A,2022-03-23,True
V00228,825128682,Diallo SARL,FR2041085628843188485200894,"28, rue de Guichard, 33742 MonnierBourg",8299Z,2002-09-24,True
V00229,004786863,Boulay et Fils SAS,FR9374907539989354492683158,"31, avenue de Bouchet, 11194 Sainte Gilles",4669A,2000-04-06,True
V00230,524310690,Benoit EURL,FR8615869886497677622827728,"87, rue Vaillant, 47221 Lejeune-sur-Masson",4669A,2011-03-14,True
V00231,119079030,Lemaître S.A.S. SAS,FR8908215454470229604432701,"avenue Leduc, 73417 Sauvage-sur-Marques",4321A,2005-11-14,True
V00232,383028439,Ollivier EURL,FR9092287772519966365807412,"28, boulevard de Clément, 24733 VerdierVille",4799B,2024-05-30,True
V00233,953428364,Hamel Ollivier S.A.S. SASU,FR4618204339718956907056260,"21, boulevard Roy, 36247 Adam",4799B,1996-08-26,True
V00234,892687056,Brunet SARL SARL,FR8420952004615265461033993,"561, chemin Barthelemy, 70516 Sainte Antoinenec",5510Z,2009-11-16,True
V00235,662462873,Moreau Royer S.A.S. SA,FR6513824967183258238687007,"10, chemin Joséphine Deschamps, 87489 Lefort",4669A,2015-12-18,True
V00236,270866882,Mary Gros SARL SA,FR2428914161284639855474355,"350, rue de Raynaud, 60104 Saint Antoinette",4321A,1997-07-26,True
V00237,435175183,Ledoux SAS,FR9681180715695620175370304,"5, rue de Rey, 63471 Sainte Clémence",6201Z,2009-05-20,True
V00238,699013983,Robert Pierre et Fils SA,FR1614987283999219212493843,"994, rue Aurélie Clerc, 86765 Sainte Aurore",4321A,2009-06-30,True
V00239,540331739,Paris SAS,FR1487758030468750635190361,"55, rue Leroy, 61542 Sainte Zoé",8299Z,2000-02-28,True
V00240,638546785,Hoarau SAS,FR3973505831997179110065120,"boulevard Lorraine Lesage, 09204 Saint Théodore",4799B,1999-09-09,True
V00241,587717535,Maréchal SA,FR7596399076769915078593110,"39, boulevard de Boucher, 45531 Pagesdan",4799B,1999-04-12,True
V00242,093204899,Berger Dos Santos SA EURL,FR6524968549822749545089203,"43, rue de Muller, 43293 Lemonnierdan",8299Z,1998-01-28,True
V00243,423536937,Delorme EURL,FR0759465217073033793375636,"rue David Pelletier, 04668 Saint Stéphanedan",5510Z,2015-04-13,True
V00244,547772522,Lefort Mary SARL SCI,FR3903342342583230241026153,"65, rue de Laine, 79544 Saint Guy-les-Bains",8299Z,1997-07-06,True
V00245,728080100,Olivier Rossi S.A.R.L. SASU,FR3655963099384253042897317,"668, boulevard Célina Colin, 41829 Laine",4321A,2019-08-24,True
V00246,312038750,Auger SAS,FR4474969033373634669254812,"68, boulevard Dupont, 59624 Marques-sur-Launay",5510Z,2012-11-08,True
V00247,977008860,Bigot SCI,FR5865754602734151488814311,"9, chemin Pierre, 86437 Hernandez",6201Z,2010-09-25,True
V00248,484086211,Aubert SASU,FR3292840445669078263337389,"25, rue Aurélie Pires, 89527 Navarro",5510Z,2020-01-11,True
V00249,339845461,Pascal SAS,FR2652924075536668459090225,"26, avenue de Roche, 60211 Colas",4799B,1997-01-16,True
V00250,793341016,Riou EURL,FR8212182097023164334817058,"76, rue Dumont, 68528 BernierBourg",4321A,2006-05-21,True
V00251,870021765,Leclerc EURL,FR2634672994938743027169385,"19, rue de Hervé, 82567 Bonnin",5510Z,2000-06-09,True
V00252,803397401,Michaud SARL,FR7526329676291603248413768,"2, chemin de Lejeune, 57268 Guillaume",8299Z,2016-11-16,True
V00253,890250392,Pinto SA SA,FR2776563600412577711837274,"2, chemin Denis, 68859 RoyBourg",8299Z,1998-07-05,True
V00254,142939685,Labbé SARL EURL,FR9575230837081647090063353,"avenue Leroy, 02445 Bazin",4321A,2001-03-29,True
V00255,218501631,Vasseur SA SCI,FR3822068155839386613315520,"70, avenue Vasseur, 09773 Delahaye",4799B,2023-02-18,True
V00256,996504773,Bertrand SASU,FR7136497189241956252571509,"138, rue Chauvet, 97225 Gomez",4799B,1998-04-23,True
V00257,662961943,Boulay SASU,FR7091025743263039752450864,"45, boulevard Vincent, 85354 Raynaud",8299Z,2004-04-21,True
V00258,142626551,Dijoux SARL,FR3427017130232129833816742,"42, chemin Hortense Pons, 81306 Leduc",6201Z,2006-12-18,True
V00259,475412126,Alves S.A.R.L. SARL,FR6327768962706614982824674,"88, chemin Dufour, 91580 Meyer",4321A,2008-11-14,True
V00260,886101581,Thomas Richard S.A.S. SASU,FR5457666567491601692364587,"7, rue Patrick Martel, 05932 Lefort",5510Z,2020-11-13,True
V00261,560466183,Rocher et Fils SASU,FR0824972439920116691836264,"569, avenue de Chrétien, 93990 Saint Luceboeuf",5510Z,2017-12-22,True
V00262,262244472,Royer Bouvet S.A. SASU,FR6364027011686462252237281,"42, rue Thierry, 24365 BesnardBourg",6201Z,2021-06-24,True
V00263,646471543,Chevalier Cousin SA SAS,FR4814150937710040901380698,"75, chemin Maggie Le Goff, 40936 Alves",8299Z,2008-11-14,True
V00264,799371240,Hoareau SCI,FR3905510762091843579786305,"60, avenue de Rey, 77596 RoussetBourg",4321A,2016-10-19,True
V00265,965756924,Gilbert SA,FR7316493289802714872717833,"2, rue Isaac Millet, 49884 Vasseur",4799B,2012-03-21,True
V00266,375265479,Chartier SASU,FR8312871539915668633414111,"631, chemin Gillet, 73854 Sainte Charles",4669A,2012-03-23,True
V00267,646519398,Chevallier Briand SARL SA,FR8552899316087524377294209,"814, rue de Costa, 37821 Lopezboeuf",4669A,2022-04-06,True
V00268,807374167,Auger Lacroix et Fils SCI,FR8530276420865675661844386,"19, chemin de Albert, 83267 Dos Santos-sur-Pichon",4669A,2023-08-05,True
V00269,434266179,Klein SCI,FR8533305912662015720185962,"2, avenue Camus, 38804 Giraud-sur-Guibert",4321A,2000-12-11,True
V00270,688680589,Diallo SASU,FR7917647501111783099974192,"34, chemin Andre, 91982 Gonzaleznec",8299Z,2019-07-23,True
V00271,135290965,Carlier S.A.S. SARL,FR3288718981312920875102932,"20, boulevard Léger, 46657 Briand",4321A,2023-11-01,True
V00272,014388899,Menard SARL SARL,FR1284872975859883103032432,"34, boulevard de Briand, 10663 Bertin",4669A,1997-08-03,True
V00273,567982507,Delahaye EURL,FR7667146283143598926256609,"rue Élisabeth Masson, 87661 Françoisboeuf",6201Z,2001-07-29,True
V00274,611254573,Étienne SARL SA,FR2742340163611284971859484,"chemin Hamel, 49285 Traore",5510Z,2022-06-29,True
V00275,571775140,Martel EURL,FR6524082226940539672757844,"24, avenue Pénélope Bouvier, 12749 Saint Nathalie-sur-Mer",8299Z,2016-03-03,True
V00276,051238282,Gaillard S.A.S. SARL,FR8414870682778816093068538,"92, rue Sanchez, 46959 Buisson",4799B,1997-12-21,True
V00277,673622660,Roux SASU,FR5376251538144744309634807,"rue Laetitia Jacques, 42405 Gautier",8299Z,2010-05-27,True
V00278,379660334,Marty et Fils SASU,FR9565016731882617024376545,"841, avenue de Renard, 18462 Thomasboeuf",8299Z,2002-05-09,True
V00279,918255371,Masson Aubert SARL SARL,FR9626650237416787256862110,"18, rue de Roux, 86949 Gilbert",4799B,1997-05-22,True
V00280,785969691,Gay S.A.R.L. SCI,FR4547163928234143637189239,"3, rue Robert Olivier, 19536 Saint Éric",4799B,2005-11-13,True
V00281,792499125,Gillet S.A.R.L. SA,FR9743356708604145456350200,"53, chemin Julie Roussel, 55289 Marin",6201Z,2013-11-18,True
V00282,412528669,Daniel SAS,FR5611082555989534396112910,"21, boulevard de Le Goff, 38842 Samson-sur-Mer",4669A,2006-05-17,True
V00283,662782827,Bertrand Rodriguez S.A. SASU,FR0484855716176880294240903,"381, boulevard Alice Guilbert, 97459 Seguin-la-Forêt",4799B,2010-04-01,True
V00284,257905072,Gonzalez Bernard S.A. SAS,FR1739087884434481230834024,"4, boulevard Ferreira, 01764 Lefort",4669A,2015-06-24,True
V00285,887676772,Germain EURL,FR4284269450053424089164983,"44, avenue de Meyer, 57337 Tessier-les-Bains",6201Z,1998-11-07,True
V00286,034043842,Morin SASU,FR2227223972404226931216376,"220, avenue Alphonse Masson, 02881 Saint Paul",4321A,2012-11-22,True
V00287,788191485,Royer S.A. SASU,FR9390018513279724572308481,"boulevard Collet, 14623 BlanchardVille",5510Z,2017-05-13,True
V00288,783613407,Laurent Dumas S.A.R.L. SARL,FR3025436172131451951510922,"39, avenue de Gérard, 85803 Ferrand",4799B,2009-02-17,True
V00289,171339596,Lévêque SA,FR4414754102252677119642152,"85, avenue Marine Pasquier, 77912 Dos Santos",4669A,2025-10-21,True
V00290,233095849,Jacob Humbert S.A.S. SASU,FR3488788361968931350305872,"chemin Claude Merle, 18401 Meuniernec",5510Z,2012-12-06,True
V00291,544948126,Lacroix Hubert SA SAS,FR3221260650191792025213109,"37, boulevard de Rocher, 38581 Maceboeuf",6201Z,2021-06-08,True
V00292,223253672,Imbert SA,FR2304120092820667849843624,"42, boulevard Bertrand Vasseur, 50288 TexierBourg",5510Z,2019-09-04,True
V00293,466711684,Martel SCI,FR4166205634111595034281139,"48, rue de Guillot, 34187 Moreno-sur-Bertrand",8299Z,2006-09-04,True
V00294,775901751,Lambert SA,FR9251405468356521568182096,"5, rue Normand, 59180 Saint Martin-les-Bains",5510Z,1997-08-27,True
V00295,363745458,Charrier Blondel et Fils EURL,FR7985725459606339912971024,"8, rue Théodore Renard, 09386 Marchal-sur-Benard",5510Z,2016-09-24,True
V00296,975001701,Guérin S.A. SAS,FR8474747219705466927589551,"14, rue de Traore, 31816 Petit-les-Bains",4669A,2020-03-13,True
V00297,706324241,Charpentier S.A.R.L. EURL,FR5896136715778711216636515,"83, chemin De Sousa, 05658 Lelièvre",8299Z,2001-05-27,True
V00298,415206436,Riou Benoit SARL SA,FR7109605673030644212146147,"34, rue Gilbert, 43871 Gaillard",8299Z,2015-05-09,True
V00299,103712938,Lévêque Humbert S.A.R.L. SARL,FR2082659608931992550272751,"307, avenue de Riou, 74199 Saint Noémi",8299Z,2012-03-13,True
V00300,005162713,De Oliveira Grenier S.A.S. EURL,FR0629635339055044817766558,"31, avenue Alix Schmitt, 70709 Allard",4321A,2022-05-14,True
V00301,115542622,Weber SARL,FR2664911110961798178904633,"41, rue Adèle Barthelemy, 52940 Robertboeuf",6201Z,2005-09-19,True
V00302,909275326,Guillou Jacquet SARL SASU,FR2644630600025895529638639,"avenue de Rodriguez, 81499 Antoine",5510Z,2025-12-12,True
V00303,731121965,Blondel SCI,FR6563128196482531106092098,"30, chemin Julien Dupuis, 83327 Leclercq",4321A,2001-05-30,True
V00304,234138999,Pages Valette S.A.R.L. SA,FR3040412091179112442117536,"7, avenue Toussaint, 10315 Malletboeuf",4799B,2022-03-26,True
V00305,043898364,Renard SCI,FR5940299015579980284139080,"41, chemin Dos Santos, 28185 Royer",8299Z,2002-02-19,True
V00306,376137918,Leduc SARL,FR9415847768634234619942376,"245, avenue de Gilbert, 25680 Besson",6201Z,2002-10-19,True
V00307,526965827,Lebreton S.A. SA,FR0284964985601256253135525,"rue Michelle Boulanger, 27576 Lebrun-sur-Rey",6201Z,1997-03-02,True
V00308,910430068,Collin SARL SARL,FR3438318491966553307704611,"759, boulevard Lefebvre, 36118 Thomas-sur-Pinto",4799B,2016-06-29,True
V00309,866618892,Payet SCI,FR0660880501716445561857906,"27, boulevard François Leroy, 28148 Saint François",4799B,2024-08-27,True
V00310,418328569,Lagarde SARL,FR4663213580040104145964229,"chemin Caron, 97184 Diazdan",8299Z,2020-08-29,True
V00311,146303161,Barbe S.A.S. SCI,FR2997745731441583311703037,"61, boulevard Samson, 67626 Samson",4321A,2004-03-15,True
V00312,904210202,Neveu SASU,FR7228123567983631462491271,"8, chemin Leroy, 60777 Sauvageboeuf",4321A,2011-06-20,True
V00313,884252410,Lemaire SA,FR3515632686850745106634362,"778, rue Imbert, 31213 Noël",4799B,2014-09-28,True
V00314,481491778,Da Silva S.A.S. EURL,FR1131814396661347323549401,"474, chemin Bazin, 09270 Le Roux",4799B,2005-01-27,True
V00315,792524191,Blanchard SARL,FR0476502412095790737100943,"2, chemin Catherine Marin, 94459 Boucherdan",4669A,1996-06-14,True
V00316,800030756,Marchal SCI,FR8005458971480263257039653,"51, boulevard de Lebreton, 67279 Potier",4669A,2011-08-18,True
V00317,086353654,Rémy SAS,FR9096443098591679541072728,"824, rue Susanne Cousin, 02564 Saint Roland",6201Z,2009-04-28,True
V00318,518023806,Vincent S.A.R.L. SASU,FR0506500425488214236914307,"76, chemin Hernandez, 76418 Thibault",6201Z,2006-06-04,True
V00319,445187053,Potier EURL,FR9459234268344149782661287,"67, avenue Astrid Bouchet, 59128 Michelnec",4799B,2025-10-27,True
V00320,493759738,Faivre S.A. SASU,FR8443985298940626078701041,"5, avenue de Blot, 42985 Saint Nicole",4669A,2016-12-13,True
V00321,060385050,Boutin S.A. SAS,FR6828723244079311029181331,"avenue de Michaud, 08224 Lebon",8299Z,2013-08-01,True
V00322,413836702,Gonzalez EURL,FR3938497916202232883774419,"76, rue de Barthelemy, 53933 CaronVille",8299Z,2023-12-05,True
V00323,103865719,Albert SA,FR9896094097052774025883586,"65, rue Roger Ledoux, 84410 Mercierdan",6201Z,2000-02-08,True
V00324,261990623,Georges SASU,FR9029884259959961002311775,"31, avenue de Faivre, 53165 Sainte Gabriel",4799B,2016-08-19,True
V00325,565574313,Bouvet SA SA,FR5259025176298334774332683,"2, rue Joly, 01468 DuhamelBourg",4669A,2011-01-16,True
V00326,121277561,Gonzalez SASU,FR0687339785598217661912841,"90, rue Maurice Charpentier, 32499 Mercier",5510Z,2019-03-28,True
V00327,374741124,Hervé Sanchez S.A.S. SA,FR2338984690819740056435023,"4, rue Susan Thibault, 78819 Sainte David",8299Z,2015-08-06,True
V00328,903521356,Joseph SCI,FR8891872401078356743000389,"9, rue Amélie Gosselin, 48812 Perret",5510Z,2021-03-04,True
V00329,442067883,Dias SARL,FR2617195535603319036890030,"avenue Arnaud, 36144 Marty",6201Z,2000-09-15,True
V00330,121003236,Klein Dumont S.A.S. EURL,FR6871114837537458438458810,"274, rue Dijoux, 29412 LacroixBourg",4799B,2009-07-21,True
V00331,199410137,Pages SCI,FR5820377107044964104967066,"rue Gillet, 23775 RossiVille",4669A,2023-10-18,True
V00332,510702966,David SARL,FR5150954930596601864876998,"47, rue Guyot, 87380 Saint Pénélope-la-Forêt",4321A,2014-06-12,True
V00333,662532447,Masse SARL,FR6009454490149542770707057,"2, boulevard Françoise Bouvier, 09551 Poirier",4669A,2009-06-11,True
V00334,999347687,Poirier SARL,FR4172322903102879508304405,"25, boulevard Hebert, 15623 Saint Lucasboeuf",6201Z,2025-08-03,True
V00335,462638380,Bazin SARL,FR7716420595565749025042901,"689, avenue Guillon, 05772 Weber",4321A,2010-03-04,True
V00336,578759856,Garnier S.A. SCI,FR2889868180978875439435353,"4, avenue Agnès Chevalier, 45673 Garnierboeuf",4799B,2015-04-04,True
V00337,059304078,Texier SAS,FR2176392836929445511668297,"30, avenue Charles, 97280 BernierBourg",4799B,2003-11-09,True
V00338,321334803,Fontaine Perret SA SASU,FR5621288665268341559991015,"56, rue Nath Vidal, 92884 Grégoire-sur-Perez",5510Z,2019-07-01,True
V00339,522395590,Robert Allain S.A.S. EURL,FR8676572894134750988986456,"40, boulevard Roger Bruneau, 78421 Sainte Roland-les-Bains",8299Z,2008-08-08,True
V00340,599293784,Hervé SARL SCI,FR4773244913421388209088307,"74, avenue de Dijoux, 17950 ColletBourg",4669A,2012-07-29,True
V00341,010393087,Hebert S.A.R.L. EURL,FR5941241513152854781506185,"1, rue Coste, 48993 Maillet",6201Z,2012-10-19,True
V00342,932525002,Aubry Lelièvre S.A. SA,FR8627423183061789320649693,"424, avenue Claudine Lombard, 50712 Devaux",5510Z,2012-07-03,True
V00343,218515691,Collet SCI,FR5331467536127515627796304,"16, chemin de Bertin, 86425 Michauddan",4799B,1999-04-21,True
V00344,522675289,Alexandre SA,FR7004735047639283199529800,"chemin de Benard, 97380 Saint Diane-sur-Mer",4799B,2004-11-20,True
V00345,926442209,Regnier SAS,FR1328634255638300081867024,"rue Fontaine, 34867 Sainte Marcellenec",4321A,2002-10-09,True
V00346,029593917,Traore Dupuy SA SASU,FR0518600892196394568044731,"576, rue Matthieu Cordier, 71385 Jacquet-sur-Mer",4669A,1998-08-16,True
V00347,135521570,Durand SA,FR4365817390637579145211823,"31, boulevard Virginie Reynaud, 66840 Samson-sur-Rey",4799B,2012-12-05,True
V00348,315410067,Gosselin S.A.R.L. SAS,FR0264520599604387875357788,"rue Alexandria Rodriguez, 97111 Dijoux",8299Z,2004-08-05,True
V00349,267658617,Brun S.A. EURL,FR3210672872866041644859592,"639, boulevard de Deschamps, 60573 Rémy",5510Z,2010-11-28,True
V00350,327104054,Gaillard Hardy et Fils SCI,FR5870562271043318751097921,"135, chemin Jacquet, 54698 Tessier",6201Z,2024-03-28,True
V00351,526218159,Adam SARL,FR8283192134249128965999497,"4, rue Bonneau, 19246 Ollivier",5510Z,2015-02-10,True
V00352,062962015,Breton SA EURL,FR4128767548138666754858193,"72, avenue de Camus, 88907 Pottier",4669A,1997-10-17,True
V00353,688444310,Pascal S.A.R.L. SAS,FR5152057563983652037583094,"chemin Constance Richard, 77379 Sainte Lucy",4321A,2018-03-16,True
V00354,872050614,Chauvin SASU,FR7044090797727810509222161,"6, boulevard Lopes, 24770 Gallet-sur-Durand",8299Z,1997-07-06,True
V00355,973103241,Maillet SCI,FR8752958066013824127049386,"5, boulevard Adèle Lemaire, 43577 Grenier-sur-Fernandez",4321A,2024-11-17,True
V00356,467741862,Blanc SARL,FR6212125902035713432406424,"46, chemin Bourgeois, 22402 Rocher",4799B,1999-12-22,True
V00357,527047743,Aubry EURL,FR3775955872096289365435884,"44, chemin Arthur Ferreira, 66774 Ollivier",4799B,1999-03-01,True
V00358,021158693,Bigot Coste SARL SASU,FR7696905150267551254278207,"866, chemin Ramos, 47715 Guillet",5510Z,2008-09-07,True
V00359,686879374,Ribeiro SARL,FR9738166496902824983922501,"77, avenue Martin, 84251 Giraud",6201Z,1997-05-20,True
V00360,089899217,Le Gall EURL,FR6323361328507251786376731,"72, chemin Thérèse Parent, 93993 Godardnec",4669A,1998-10-02,True
V00361,332061632,Perrot S.A.R.L. SAS,FR9390392355580996132730346,"72, chemin Langlois, 49791 Fontaine-la-Forêt",5510Z,2018-10-23,True
V00362,511686854,Colin SA,FR1068171516025298670766046,"8, chemin de Valette, 60829 Joubert",5510Z,2001-08-01,True
V00363,099861622,Marie EURL,FR6426861205943897607401775,"74, chemin Pauline Laurent, 69373 Cousin",5510Z,2022-09-29,True
V00364,911914856,Delattre SASU,FR1875409150863218122764579,"197, chemin Guichard, 05250 Ramos-sur-Diaz",4799B,1996-08-12,True
V00365,799702462,Weber S.A.S. EURL,FR5915466024161394498830597,"52, rue de Texier, 51285 Maillard",5510Z,2020-09-12,True
V00366,606530745,Cordier S.A. SASU,FR0462447951330531949796958,"605, chemin Valentine Hebert, 20573 Lacroix-les-Bains",6201Z,1996-08-27,True
V00367,444713247,Adam SA,FR5709178513854457702992959,"5, avenue de Huet, 48650 Hoareau",4799B,2009-09-23,True
V00368,691373678,Pereira S.A.R.L. SA,FR9831942268653694551588863,"84, rue Alexandre, 36103 Danieldan",4799B,2003-06-13,True
V00369,821486289,Normand Perrin S.A.R.L. SARL,FR8766630932998199605932971,"boulevard de Guibert, 49665 Olivier-les-Bains",6201Z,2015-10-04,True
V00370,330307053,Tessier SAS,FR8232735241039773973278195,"11, rue de Normand, 86516 Lelièvrenec",4799B,2020-08-14,True
V00371,786103579,Delattre SARL SA,FR1881980770460568761124912,"42, rue Rémy Pereira, 42757 Sainte Mathildedan",4321A,2020-05-18,True
V00372,798552414,Boulay Bertin SARL SAS,FR9375749490228403595442947,"32, boulevard Klein, 49363 Leroy",6201Z,2006-01-24,True
V00373,029333346,Guillon Bailly S.A. EURL,FR4004588679252985856728727,"rue de Le Goff, 28416 Hubert",5510Z,2015-11-24,True
V00374,072290349,Lopes Raynaud et Fils SARL,FR0313577908335061581488810,"533, rue de Blot, 83978 Dumas",4799B,2022-11-15,True
V00375,466574374,Schmitt SCI,FR0894841312840333997718051,"8, avenue Philippe, 13655 Fabre-sur-Joseph",8299Z,1997-05-21,True
V00376,969108589,Ribeiro SASU,FR2209617399704694725878444,"98, avenue Frédéric Boulay, 23599 Sainte Danielle",5510Z,2015-05-23,True
V00377,417154544,Costa SA,FR5121641758231334845871493,"73, rue Bourdon, 84260 Blondel",8299Z,2001-07-27,True
V00378,432830965,Guibert SCI,FR2664347452455574696606065,"40, chemin Cousin, 47124 Launay",8299Z,2016-04-09,True
V00379,074466609,Germain SAS,FR0483398741132579706734996,"chemin Baron, 68478 JacquetBourg",8299Z,2015-01-03,True
V00380,353875842,Lucas SASU,FR4715622949381735984884021,"33, avenue Michel Jacques, 46441 Labbé",8299Z,2025-12-27,True
V00381,241724825,Adam SASU,FR3302166670808509608587495,"2, rue de Rossi, 20917 Fernandezdan",8299Z,2016-07-22,True
V00382,353465549,Hamel Legrand et Fils SARL,FR9247725129578606940960035,"63, avenue de Guibert, 85305 Monnier-sur-Auger",4799B,2010-09-06,True
V00383,170999173,Roche Leleu S.A. EURL,FR4842108902851553334264335,"71, avenue Bernier, 94313 Girarddan",5510Z,2003-01-12,True
V00384,684602235,Alexandre SARL,FR6536911289812317955633185,"117, avenue De Oliveira, 51978 Sainte Agnès-la-Forêt",4321A,2002-10-11,True
V00385,725217525,Gay et Fils SASU,FR6831670450232902822700934,"72, rue Paul, 20859 Marchal",8299Z,2006-04-01,True
V00386,074329271,Goncalves SA SARL,FR8234654950050702608698221,"71, rue Ollivier, 59525 Besnard-les-Bains",4669A,2012-12-12,True
V00387,666676008,Langlois S.A.R.L. SASU,FR7942585917793238223116491,"52, avenue Marguerite Maury, 66629 Da Costa-sur-Samson",4669A,2011-12-29,True
V00388,505830033,Millet Briand SARL SCI,FR1629060320203265097753967,"848, chemin Bègue, 97375 Marques",8299Z,2018-07-08,True
V00389,421689421,Adam Leblanc S.A.R.L. SA,FR8087158415608213711842547,"9, avenue Gros, 24245 Diallo",6201Z,2022-04-15,True
V00390,478985625,Philippe et Fils SA,FR2858929880858382521293289,"70, avenue Dorothée De Oliveira, 60579 Dufour",4321A,2021-05-09,True
V00391,326033230,Martin SA,FR0948439910622723626693351,"26, boulevard de Maillet, 20310 Blanchard-la-Forêt",5510Z,1998-07-26,True
V00392,215064890,Dubois SASU,FR5318481973741897215406417,"57, boulevard Henry, 12849 Joseph-sur-Étienne",5510Z,2017-09-07,True
V00393,100167618,Chartier Costa et Fils SARL,FR6360144485645101739739641,"996, avenue de Dupont, 77210 Weiss-sur-Perrin",4799B,2010-09-25,True
V00394,230461849,Lemaire S.A. EURL,FR3699660577980660392051460,"65, chemin Cohen, 97616 Albert",5510Z,2008-04-16,True
V00395,261891411,Lecoq SCI,FR4223885652715598354116597,"84, chemin Susan Navarro, 46872 Roy",4321A,2023-01-09,True
V00396,934835642,Durand SAS,FR3839488488269131196425856,"5, boulevard de Perez, 41330 Fournier-sur-Mer",6201Z,1999-10-24,True
V00397,737530011,Martineau Paris SA SASU,FR5433337320430977688936289,"664, avenue Alexandrie Marchal, 30427 HamonBourg",5510Z,2012-11-04,True
V00398,721811437,Lebrun Boutin S.A. SCI,FR8889218785193583749079779,"rue Vaillant, 57672 Sainte Christiane",4799B,2023-02-01,True
V00399,701204556,Andre Normand SARL SA,FR2049409762637484539862895,"6, rue de Becker, 10728 Sainte Nathalie-les-Bains",8299Z,1998-03-30,True
V00400,100225579,Menard Brunel S.A. SARL,FR8520715116966672521452647,"46, chemin Jourdan, 81183 Sauvage",4799B,2024-06-15,True
V00401,155216674,Hardy SARL SCI,FR9490805120800564099512397,"25, rue de Brunel, 47687 Besnard",4321A,1996-09-17,True
V00402,762120216,Guillou Gérard S.A.R.L. SCI,FR6390814415298217392957867,"415, rue Olivier Marin, 24913 Dupontboeuf",5510Z,1997-01-19,True
V00403,972965902,Voisin et Fils EURL,FR9691815899886834527346666,"8, chemin Guilbert, 61724 Schneiderdan",4321A,2020-02-05,True
