invoice_id,siren,vendor_name,iban,amount,currency,invoice_date,posting_date,po_number,user_id,cost_center,gl_account,is_fraud,fraud_type
INV00003733,478985625,Philippe et Fils SA,FR2858929880858382521293289,223.16,EUR,2024-10-16,2024-10-22,PO262288,U008,CC618,6228,False,none
INV00001084,478985625,Philippe et Fils SA,FR2858929880858382521293289,20677.76,EUR,2025-03-19,2025-03-20,PO911673,U008,CC691,6181,False,none
INV00002022,182037788,Renaud SA SCI,FR5531096789940539103717058,620.83,EUR,2024-12-03,2024-12-05,PO503803,U019,CC289,6063,False,none
INV00002820,435346247,Jacques SA,FR0607482175946474367136959,470.27,EUR,2024-08-23,2024-08-27,,U016,CC150,6181,False,none
INV00003109,341232812,Maillet Munoz SARL SCI,FR0591251341252866929662782,1351.7,EUR,2025-02-21,2025-02-28,PO788975,U003,CC514,6068,False,none
INV00004620,014388899,Menard SARL SARL,FR1284872975859883103032432,930.9,EUR,2025-04-15,2025-04-22,PO406135,U021,CC751,6135,False,none
INV00003567,100225579,Menard Brunel S.A. SARL,FR8520715116966672521452647,240.48,EUR,2024-04-29,2024-05-06,,U024,CC982,6228,False,none
INV00003711,641605297,Bouchet SA SCI,FR7593998245587716947225699,1459.38,EUR,2024-04-25,2024-04-30,PO901710,U004,CC568,6135,False,none
INV00001272,545494808,Collet SAS,FR2135369378547772522872808,1951.46,EUR,2025-02-13,2025-02-17,PO186205,U010,CC330,6228,False,none
INV00003321,911914856,Delattre SASU,FR1875409150863218122764579,148.5,EUR,2024-03-02,2024-03-08,PO796217,U029,CC533,6065,False,none
INV00002223,724238849,Payet SCI,FR6113542784980841241182449,535.01,EUR,2024-05-17,2024-05-21,PO572658,U022,CC693,6181,False,none
INV00002646,382997376,Benard EURL,FR4374443135182337498941343,568.56,EUR,2024-01-24,2024-01-30,,U007,CC472,6181,False,none
INV00000109,148951343,Lucas SAS,FR0358527722170430305486874,8194.15,EUR,2025-07-22,2025-07-26,PO497346,U026,CC169,6181,False,none
INV00001281,699013983,Robert Pierre et Fils SA,FR1614987283999219212493843,11395.75,EUR,2024-11-26,2024-11-30,PO155785,U014,CC733,6228,False,none
INV00001618,225358414,Leconte Bertrand SA SA,FR1454364597010822078113799,19387.4,EUR,2024-04-27,2024-05-02,PO229737,U005,CC690,6068,False,none
INV00001869,693801184,Delannoy EURL,FR2388995729893762974549303,862.64,EUR,2024-01-28,2024-01-31,PO753235,U023,CC847,6068,False,none
INV00000624,656482366,Lelièvre SA,FR6535977468862392407581814,2912.27,EUR,2025-10-03,2025-10-06,PO221746,U018,CC476,6065,False,none
INV00002692,547812914,Poulain EURL,FR3972239898306503121980418,188.19,EUR,2025-12-03,2025-12-05,PO851671,U018,CC562,6228,False,none
INV00004520,428699041,Mace Arnaud S.A.R.L. SAS,FR1205595501783325848689993,460.94,EUR,2025-12-07,2025-12-08,PO987208,U026,CC293,6061,False,none
INV00004395,833016571,Joubert S.A. SCI,FR8676064413432756041776561,1936.95,EUR,2024-12-04,2024-12-10,PO517483,U027,CC144,6065,False,none
INV00004283,081219136,Bertrand SAS,FR8076627028951718702621745,3686.7,EUR,2025-01-20,2025-01-21,,U020,CC600,6181,False,none
INV00002732,229014767,Mendès SARL,FR4002770384309883920530214,784.66,EUR,2025-05-07,2025-05-13,PO360965,U019,CC782,6063,False,none
INV00004608,254629148,Rey Boucher SARL SCI,FR8996931572791940961055661,2083.28,EUR,2025-06-16,2025-06-16,PO489790,U001,CC764,6068,False,none
INV00001010,226838851,Rocher S.A.S. EURL,FR8550036915594284347955276,58.14,EUR,2025-01-02,2025-01-08,,U024,CC430,6132,False,none
INV00002311,535218188,Ruiz SA,FR9334722820055778487282997,241.63,EUR,2025-07-31,2025-08-01,PO302942,U025,CC722,6132,False,none
INV00002484,544964759,Sanchez Garcia S.A. SA,FR4717982134862985797363831,11078.71,EUR,2024-09-11,2024-09-15,PO606852,U009,CC249,6065,False,none
INV00001499,146584044,Bonnet S.A. SAS,FR4336519941013721510702966,65.04,EUR,2024-11-02,2024-11-09,PO510654,U015,CC834,6132,False,none
INV00002305,474367136,Giraud S.A. EURL,FR8430307053457861035797279,1936.82,EUR,2024-08-19,2024-08-23,PO721990,U018,CC266,6135,False,none
INV00003722,299228092,Reynaud Bègue SA SARL,FR0826351004627765725659202,472.67,EUR,2024-06-23,2024-06-24,,U001,CC566,6228,False,none
INV00000626,513542784,Pascal SAS,FR6316048175496513709859317,509.35,EUR,2025-07-13,2025-07-19,PO435169,U024,CC473,6065,False,none
INV00004706,199488375,Jacques S.A.R.L. SARL,FR9383625366677767555628333,12910.19,EUR,2024-10-10,2024-10-14,PO650723,U027,CC470,6063,False,none
INV00003796,980686508,Dupont Da Silva S.A.R.L. SAS,FR2209505560571219881927788,1035.6,EUR,2025-10-15,2025-10-21,,U012,CC370,6228,False,none
INV00002339,261891411,Lecoq SCI,FR4223885652715598354116597,232.91,EUR,2025-03-17,2025-03-21,PO672079,U023,CC352,6135,False,none
INV00001503,304637454,Boulanger SA SA,FR9197592304501896164236103,1213.91,EUR,2025-01-21,2025-01-28,PO599508,U013,CC496,6135,False,none
INV00002135,886101581,Thomas Richard S.A.S. SASU,FR5457666567491601692364587,1463.81,EUR,2024-07-06,2024-07-07,PO294369,U024,CC508,6065,False,none
INV00003371,821486289,Normand Perrin S.A.R.L. SARL,FR8766630932998199605932971,1480.29,EUR,2025-08-23,2025-08-27,PO650852,U025,CC441,6181,False,none
INV00002584,684602235,Alexandre SARL,FR6536911289812317955633185,408.11,EUR,2025-03-19,2025-03-21,PO223631,U004,CC348,6228,False,none
INV00000414,527177449,De Oliveira SCI,FR1475705120461872346013673,883.25,EUR,2024-12-07,2024-12-14,PO309174,U005,CC720,6228,False,none
INV00002252,376137918,Leduc SARL,FR9415847768634234619942376,1605.67,EUR,2025-02-27,2025-03-03,PO286859,U019,CC425,6063,False,none
INV00002218,267288574,Dijoux Seguin S.A. SARL,FR2495382804056129965082695,30327.05,EUR,2025-07-21,2025-07-22,PO739090,U006,CC170,6132,False,none
INV00003951,218501631,Vasseur SA SCI,FR3822068155839386613315520,20800.44,EUR,2024-05-07,2024-05-07,,U010,CC318,6135,False,none
INV00001032,533645257,Fischer Garnier S.A.S. SARL,FR6862633556434369709317069,9344.38,EUR,2024-04-13,2024-04-20,PO428221,U020,CC341,6135,False,none
INV00003200,814141397,Philippe EURL,FR3406791766512215001418842,304.66,EUR,2025-04-21,2025-04-25,PO162467,U011,CC838,6061,False,none
INV00004145,522047277,Colin Lecoq et Fils SCI,FR5564474212309407778097339,330.15,EUR,2024-05-12,2024-05-12,PO127170,U005,CC700,6135,False,none
INV00000252,477752047,Mallet SASU,FR7165193982807374167243426,431.7,EUR,2024-11-11,2024-11-13,PO268600,U022,CC648,6132,False,none
INV00001235,800439735,Breton Durand SA SA,FR5358752568065625904599080,258.09,EUR,2024-12-04,2024-12-05,PO847315,U009,CC229,6135,False,none
INV00000350,438057198,Jacob S.A. SCI,FR9751877941763425073305597,1961.41,EUR,2024-01-16,2024-01-17,PO731364,U023,CC932,6135,False,none
INV00001765,606530745,Cordier S.A. SASU,FR0462447951330531949796958,922.62,EUR,2024-12-27,2024-12-29,PO520806,U003,CC578,6063,False,none
INV00000718,493759738,Faivre S.A. SASU,FR8443985298940626078701041,3134.25,EUR,2025-11-15,2025-11-18,PO393276,U005,CC362,6061,False,none
INV00000457,961586578,Rousseau S.A.R.L. SA,FR3662676586179327104054115,1489.92,EUR,2024-04-20,2024-04-20,PO647098,U006,CC868,6228,False,none
INV00003959,528168505,Brunet Girard et Fils SCI,FR3367998136462251790864168,351.76,EUR,2024-02-10,2024-02-14,PO377407,U023,CC787,6181,False,none
INV00000090,062962015,Breton SA EURL,FR4128767548138666754858193,543.44,EUR,2025-11-15,2025-11-18,PO913920,U001,CC722,6181,False,none
INV00002883,759579472,Allain Robin et Fils SARL,FR9137326530601198756178688,899.87,EUR,2024-02-15,2024-02-15,PO835639,U003,CC870,6065,False,none
INV00003250,225358414,Leconte Bertrand SA SA,FR1454364597010822078113799,1403.99,EUR,2024-12-16,2024-12-19,PO180527,U028,CC870,6181,False,none
INV00000026,995777387,Andre EURL,FR3179808932460953962185188,666.17,EUR,2024-10-20,2024-10-20,,U020,CC257,6063,False,none
INV00003565,157399305,Delmas SARL,FR4088255629657542786561942,1222.89,EUR,2025-11-28,2025-12-04,PO718799,U023,CC711,6065,False,none
INV00000181,375265479,Chartier SASU,FR8312871539915668633414111,2065.51,EUR,2025-11-06,2025-11-11,PO288656,U010,CC660,6061,False,none
INV00004073,825128682,Diallo SARL,FR2041085628843188485200894,4453.13,EUR,2024-12-10,2024-12-10,PO611094,U016,CC895,6061,False,none
INV00001721,119079030,Lemaître S.A.S. SAS,FR8908215454470229604432701,7861.47,EUR,2025-12-05,2025-12-09,PO538586,U002,CC194,6132,False,none
INV00002153,232719374,Jacob SASU,FR1774549904530174268414593,139.37,EUR,2024-12-08,2024-12-14,,U009,CC332,6063,False,none
INV00001047,906120347,Perrin SASU,FR7123859514346823948400273,4908.01,EUR,2024-06-12,2024-06-19,PO102800,U025,CC337,6068,False,none
INV00003654,241724825,Adam SASU,FR3302166670808509608587495,111.2,EUR,2024-02-14,2024-02-15,PO662505,U021,CC473,6181,False,none
INV00001934,438057198,Jacob S.A. SCI,FR9751877941763425073305597,509.12,EUR,2024-08-08,2024-08-10,,U018,CC908,6068,False,none
INV00000848,321334803,Fontaine Perret SA SASU,FR5621288665268341559991015,352.87,EUR,2024-04-07,2024-04-14,PO376626,U024,CC403,6063,False,none
INV00001330,887676772,Germain EURL,FR4284269450053424089164983,2790.34,EUR,2025-10-03,2025-10-08,,U021,CC166,6181,False,none
INV00001044,103712938,Lévêque Humbert S.A.R.L. SARL,FR2082659608931992550272751,921.93,EUR,2025-08-23,2025-08-29,PO688368,U017,CC756,6068,False,none
INV00004446,735160917,Couturier Lebrun SARL SAS,FR9515970996254384807520344,175.16,EUR,2025-11-08,2025-11-14,PO703136,U006,CC315,6135,False,none
INV00005009,010393087,Hebert S.A.R.L. EURL,FR5941241513152854781506185,91.85,EUR,2025-11-26,2025-12-01,PO507168,U000,CC530,6065,True,duplicate_exact
INV00004791,996846081,Bailly Dias SARL EURL,FR2337976627051157942387367,143.31,EUR,2024-06-15,2024-06-17,PO991222,U009,CC642,6068,False,none
INV00003322,934835642,Durand SAS,FR3839488488269131196425856,2074.91,EUR,2024-02-17,2024-02-20,PO197801,U018,CC356,6063,False,none
INV00004310,148951343,Lucas SAS,FR0358527722170430305486874,57.57,EUR,2025-08-25,2025-08-25,,U004,CC305,6063,False,none
INV00000069,518023806,Vincent S.A.R.L. SASU,FR0506500425488214236914307,8107.49,EUR,2024-09-21,2024-09-23,PO800722,U000,CC485,6061,False,none
INV00001487,524310690,Benoit EURL,FR8615869886497677622827728,186.68,EUR,2025-06-26,2025-06-29,PO233511,U015,CC729,6181,False,none
INV00005062,669849027,Martins S.A.R.L. SARL,FR9481187233351040961497315,4981.37,EUR,2024-06-15,2024-06-22,PO383542,U014,CC102,6132,True,under_threshold
INV00003805,348434437,Gilles SARL SAS,FR3446853664987820829737489,2700.55,EUR,2025-04-29,2025-05-01,PO882397,U027,CC792,6068,False,none
INV00001808,564139537,Parent S.A. SARL,FR0619399091699854353462475,178.95,EUR,2024-07-29,2024-08-02,PO335097,U000,CC298,6132,False,none
INV00000203,796114351,Peron SARL SAS,FR5864493699951679335055738,6108.49,EUR,2025-02-27,2025-02-28,,U004,CC600,6061,False,none
INV00003463,144914766,Pascal SASU,FR2671296180332426050801849,456.12,EUR,2024-04-02,2024-04-06,PO964755,U012,CC748,6065,False,none
INV00003879,262244472,Royer Bouvet S.A. SASU,FR6364027011686462252237281,475.86,EUR,2024-07-10,2024-07-12,PO820389,U023,CC172,6181,False,none
INV00004819,144914766,Pascal SASU,FR2671296180332426050801849,1365.04,EUR,2024-06-03,2024-06-10,PO853942,U002,CC571,6061,False,none
INV00000387,038567700,Rémy SAS,FR1374223196463004023693626,554.68,EUR,2024-09-05,2024-09-11,PO690408,U019,CC533,6063,False,none
INV00002655,663177971,Daniel Descamps et Fils SCI,FR3107139848228501168809255,149.4,EUR,2025-10-06,2025-10-11,PO984832,U021,CC752,6132,False,none
INV00004233,851493689,Clément SA,FR2679772369292984257991366,1017.52,EUR,2024-10-02,2024-10-06,PO456570,U016,CC930,6132,False,none
INV00003062,584419866,Gay EURL,FR4351364424936312303477866,295.63,EUR,2025-08-02,2025-08-02,PO357851,U002,CC791,6063,False,none
INV00004039,356588043,Marion SAS,FR9698795098221040164818804,551.78,EUR,2024-09-23,2024-09-28,PO761631,U014,CC121,6068,False,none
INV00002687,544948126,Lacroix Hubert SA SAS,FR3221260650191792025213109,227.45,EUR,2024-03-18,2024-03-25,PO956018,U029,CC821,6061,False,none
INV00000831,904530174,Pelletier Chartier SA SCI,FR4658377674996165926610857,192.18,EUR,2025-03-29,2025-03-31,PO176168,U006,CC772,6135,False,none
INV00000221,982620450,Hervé S.A.S. SA,FR9851983273158514936899809,1451.51,EUR,2025-06-09,2025-06-12,PO721497,U018,CC433,6181,False,none
INV00002213,473647102,Jacob SARL SCI,FR8290552818325381793355486,14671.94,EUR,2024-01-21,2024-01-26,PO714051,U004,CC979,6065,False,none
INV00002409,688444310,Pascal S.A.R.L. SAS,FR5152057563983652037583094,2503.99,EUR,2024-03-03,2024-03-07,,U006,CC263,6132,False,none
INV00003889,330307053,Tessier SAS,FR8232735241039773973278195,686.08,EUR,2024-10-17,2024-10-17,PO399087,U001,CC391,6068,False,none
INV00002949,109324808,Thibault EURL,FR0449375973832060385050641,1980.95,EUR,2024-08-01,2024-08-08,PO473514,U012,CC954,6063,False,none
INV00004148,034043842,Morin SASU,FR2227223972404226931216376,9769.2,EUR,2024-04-10,2024-04-11,PO737099,U018,CC889,6063,False,none
INV00002328,526965827,Lebreton S.A. SA,FR0284964985601256253135525,777.48,EUR,2025-05-26,2025-06-02,PO459602,U013,CC672,6181,False,none
INV00002094,544948126,Lacroix Hubert SA SAS,FR3221260650191792025213109,1091.1,EUR,2024-12-26,2025-01-02,PO824284,U003,CC490,6061,False,none
INV00002406,978403690,Couturier SCI,FR8833565880434165182755394,2606.06,EUR,2024-08-20,2024-08-24,,U027,CC274,6068,False,none
INV00004674,160648422,Brunet Dos Santos S.A.S. SASU,FR1956608470681039033970519,3791.04,EUR,2025-01-13,2025-01-18,PO558360,U013,CC224,6065,False,none
INV00000177,240084271,De Oliveira SASU,FR8171543799371240659657569,1819.29,EUR,2025-01-27,2025-02-02,,U029,CC916,6228,False,none
INV00004141,513338726,Lebreton SCI,FR1549649909133412328120679,758.84,EUR,2024-06-10,2024-06-13,PO955793,U021,CC514,6135,False,none
INV00002331,727875588,Gérard SASU,FR9599934768701462638380657,3466.5,EUR,2025-08-09,2025-08-11,PO108298,U010,CC341,6068,False,none
INV00001835,445187053,Potier EURL,FR9459234268344149782661287,588.13,EUR,2025-06-07,2025-06-08,,U023,CC108,6063,False,none
INV00002984,996504773,Bertrand SASU,FR7136497189241956252571509,14575.3,EUR,2025-09-29,2025-10-03,PO263511,U001,CC314,6135,False,none
INV00003568,275037314,Rodrigues et Fils SCI,FR5784008385076597595450891,260.0,EUR,2024-12-31,2025-01-05,PO893634,U020,CC310,6181,False,none
INV00002366,180635651,Lebon SASU,FR8414298315229107322836084,24721.16,EUR,2025-05-18,2025-05-19,PO933413,U029,CC311,6181,False,none
INV00004266,726149331,Guilbert Courtois et Fils SAS,FR4543127102676720957992707,2343.68,EUR,2025-10-05,2025-10-10,PO787679,U023,CC496,6181,False,none
INV00004834,775901751,Lambert SA,FR9251405468356521568182096,137.98,EUR,2024-09-16,2024-09-19,PO938766,U016,CC415,6181,False,none
INV00004867,478985625,Philippe et Fils SA,FR2858929880858382521293289,203.42,EUR,2025-10-24,2025-10-30,PO953974,U020,CC870,6228,False,none
INV00003134,926442209,Regnier SAS,FR1328634255638300081867024,219.11,EUR,2025-07-21,2025-07-24,PO754461,U006,CC811,6065,False,none
INV00003464,890250392,Pinto SA SA,FR2776563600412577711837274,4001.34,EUR,2025-01-01,2025-01-04,PO830609,U027,CC912,6132,False,none
INV00001181,231665876,Leroux Millet S.A.S. EURL,FR2753278774701687339500479,3658.84,EUR,2025-05-06,2025-05-07,PO441293,U023,CC591,6228,False,none
INV00003815,540331739,Paris SAS,FR1487758030468750635190361,118.39,EUR,2025-04-19,2025-04-25,PO563629,U027,CC356,6135,False,none
INV00002559,003791769,Bernier SAS,FR7565277584161692845115447,697.63,EUR,2024-04-10,2024-04-14,PO516830,U008,CC607,6063,False,none
INV00000721,706324241,Charpentier S.A.R.L. EURL,FR5896136715778711216636515,281.9,EUR,2024-12-17,2024-12-23,PO342979,U023,CC843,6181,False,none
INV00000893,081219136,Bertrand SAS,FR8076627028951718702621745,11584.5,EUR,2025-02-05,2025-02-11,PO802629,U000,CC573,6228,False,none
INV00000655,518233749,Martinez SAS,FR9547735866296194311426265,872.65,EUR,2024-07-19,2024-07-23,PO325667,U004,CC716,6068,False,none
INV00003105,187026217,Hoareau Le Gall et Fils EURL,FR7442209690295939172513552,1915.83,EUR,2025-07-29,2025-07-30,PO777093,U006,CC588,6132,False,none
INV00004354,814770054,Lombard Petitjean SA SA,FR4488147435031365024916300,4736.17,EUR,2025-12-04,2025-12-05,PO532237,U024,CC563,6181,False,none
INV00002092,330307053,Tessier SAS,FR8232735241039773973278195,4172.06,EUR,2024-02-02,2024-02-03,PO910342,U003,CC615,6181,False,none
INV00004034,127799799,Jacquet SCI,FR8284631224179749735020802,16515.67,EUR,2025-06-29,2025-07-04,PO926203,U013,CC129,6061,False,none
INV00004513,414586850,Marty SA,FR6823124329212779979955271,797.39,EUR,2024-10-25,2024-10-30,PO174214,U026,CC182,6181,False,none
INV00001891,662782827,Bertrand Rodriguez S.A. SASU,FR0484855716176880294240903,5767.57,EUR,2024-08-10,2024-08-13,PO518002,U008,CC881,6063,False,none
INV00005012,304637454,Boulanger SA SA,FR9197592304501896164236103,612.01,EUR,2025-03-19,2025-03-19,PO302310,U027,CC156,6068,True,duplicate_exact
INV00000219,121003236,Klein Dumont S.A.S. EURL,FR6871114837537458438458810,84.52,EUR,2025-11-26,2025-12-01,PO555786,U008,CC442,6228,False,none
INV00003423,412528669,Daniel SAS,FR5611082555989534396112910,291.96,EUR,2024-06-09,2024-06-09,PO972156,U005,CC368,6061,False,none
INV00002478,567982507,Delahaye EURL,FR7667146283143598926256609,5528.58,EUR,2025-11-29,2025-11-30,PO232348,U026,CC569,6065,False,none
INV00000582,786801128,Bègue et Fils SCI,FR6283673657661565452711116,1700.59,EUR,2025-02-17,2025-02-19,PO231660,U002,CC277,6068,False,none
INV00002370,161369681,Lacombe SA,FR4596475987622023413261117,3619.04,EUR,2025-04-27,2025-04-27,PO123764,U023,CC914,6065,False,none
INV00003253,526965827,Lebreton S.A. SA,FR0284964985601256253135525,1210.36,EUR,2025-09-11,2025-09-11,PO635068,U018,CC823,6132,False,none
INV00000043,353465549,Hamel Legrand et Fils SARL,FR9247725129578606940960035,2008.38,EUR,2024-03-17,2024-03-18,PO704570,U011,CC790,6228,False,none
INV00000210,717565512,Collet SCI,FR8703761379180552696582710,608.8,EUR,2024-06-03,2024-06-10,PO710256,U001,CC236,6063,False,none
INV00002118,357332214,Berger Guérin SARL SAS,FR0665911665535590425979270,473.14,EUR,2024-04-21,2024-04-27,PO305884,U021,CC413,6068,False,none
INV00000354,043581128,Lemonnier Chrétien S.A. EURL,FR4008172143643813000413211,331.94,EUR,2025-05-09,2025-05-14,PO870883,U004,CC366,6065,False,none
INV00004961,699013983,Robert Pierre et Fils SA,FR1614987283999219212493843,16315.22,EUR,2025-12-05,2025-12-12,PO131478,U025,CC314,6181,False,none
INV00001583,235116155,Guillon SA,FR5453287101226916697848018,2761.41,EUR,2025-03-29,2025-03-31,PO535998,U002,CC598,6135,False,none
INV00003764,421689421,Adam Leblanc S.A.R.L. SA,FR8087158415608213711842547,12630.09,EUR,2024-04-18,2024-04-24,PO865089,U017,CC545,6063,False,none
INV00002591,591846386,Vasseur Menard S.A.R.L. EURL,FR6918856669541329715066626,10194.99,EUR,2024-04-14,2024-04-20,PO947932,U024,CC334,6061,False,none
INV00000367,863794026,Leconte Da Costa et Fils SCI,FR7019283276483503056413953,565.07,EUR,2025-01-18,2025-01-22,PO499442,U009,CC504,6135,False,none
INV00004530,952111790,Pages SAS,FR0979050404333353849516321,439.8,EUR,2025-05-28,2025-06-04,PO328020,U002,CC189,6132,False,none
INV00004718,339845461,Pascal SAS,FR2652924075536668459090225,1048.55,EUR,2024-09-06,2024-09-09,PO358738,U005,CC627,6061,False,none
INV00001702,262244472,Royer Bouvet S.A. SASU,FR6364027011686462252237281,111.57,EUR,2025-12-13,2025-12-13,PO866278,U003,CC477,6068,False,none
INV00000135,746807154,Briand EURL,FR2461889241418328569146303,2952.51,EUR,2025-03-09,2025-03-10,PO455193,U017,CC554,6061,False,none
INV00002275,000257872,David et Fils SASU,FR4990714014011939325012495,1305.09,EUR,2024-07-25,2024-07-29,PO886512,U004,CC957,6061,False,none
INV00000047,146303161,Barbe S.A.S. SCI,FR2997745731441583311703037,1026.07,EUR,2025-06-06,2025-06-09,PO324319,U012,CC884,6132,False,none
INV00003821,235116155,Guillon SA,FR5453287101226916697848018,1891.91,EUR,2025-06-26,2025-07-03,PO210968,U023,CC219,6068,False,none
INV00001168,978403690,Couturier SCI,FR8833565880434165182755394,2234.78,EUR,2024-12-04,2024-12-08,PO627499,U009,CC740,6228,False,none
INV00002596,484086211,Aubert SASU,FR3292840445669078263337389,4235.16,EUR,2024-08-27,2024-08-29,PO734875,U004,CC483,6132,False,none
INV00001897,901627204,Jean SASU,FR5443757584419866524041574,417.9,EUR,2025-10-28,2025-10-31,,U018,CC545,6065,False,none
INV00002939,165726284,Gaudin Charpentier S.A. EURL,FR6595995342836440892687056,5253.6,EUR,2024-03-20,2024-03-22,PO391373,U001,CC132,6135,False,none
INV00003214,103712938,Lévêque Humbert S.A.R.L. SARL,FR2082659608931992550272751,1175.59,EUR,2024-01-25,2024-02-01,PO419224,U011,CC948,6135,False,none
INV00003873,199410137,Pages SCI,FR5820377107044964104967066,361.19,EUR,2025-01-02,2025-01-08,PO378155,U014,CC259,6132,False,none
INV00000061,478985625,Philippe et Fils SA,FR2858929880858382521293289,1556.1,EUR,2024-03-07,2024-03-09,PO307731,U015,CC504,6068,False,none
INV00002103,021158693,Bigot Coste SARL SASU,FR7696905150267551254278207,198.74,EUR,2025-09-27,2025-09-27,PO871457,U020,CC852,6061,False,none
INV00002694,869222196,Ollivier Ribeiro SA SAS,FR7808989921722332061632945,2932.31,EUR,2024-08-17,2024-08-17,PO945988,U014,CC718,6181,False,none
INV00000095,186449251,Thibault Morvan S.A. SA,FR1984577600490824043350488,4288.1,EUR,2025-12-24,2025-12-24,PO249149,U014,CC949,6228,False,none
INV00004172,641605297,Bouchet SA SCI,FR7593998245587716947225699,362.54,EUR,2025-02-28,2025-03-04,PO469514,U000,CC939,6181,False,none
INV00000478,833016571,Joubert S.A. SCI,FR8676064413432756041776561,143.96,EUR,2024-02-25,2024-03-03,PO664271,U002,CC906,6063,False,none
INV00003077,481491778,Da Silva S.A.S. EURL,FR1131814396661347323549401,407.42,EUR,2024-06-24,2024-07-01,PO372816,U016,CC551,6132,False,none
INV00003032,357332214,Berger Guérin SARL SAS,FR0665911665535590425979270,242.03,EUR,2025-07-16,2025-07-18,PO765864,U000,CC624,6132,False,none
INV00004381,104328986,Girard Gonzalez S.A. SARL,FR5850209945101622499982795,991.31,EUR,2025-11-03,2025-11-08,,U002,CC740,6132,False,none
INV00000977,175354083,Morel Chevallier S.A. SAS,FR1413695727908335090254257,621.77,EUR,2024-06-08,2024-06-12,PO223694,U002,CC518,6181,False,none
INV00004733,233095849,Jacob Humbert S.A.S. SASU,FR3488788361968931350305872,386.62,EUR,2025-09-12,2025-09-17,PO800404,U029,CC189,6132,False,none
INV00001886,783613407,Laurent Dumas S.A.R.L. SARL,FR3025436172131451951510922,6106.17,EUR,2024-02-04,2024-02-09,PO925061,U009,CC737,6063,False,none
INV00002187,799650752,Le Roux Bailly SA SAS,FR6031739363854678544587717,4112.05,EUR,2024-01-15,2024-01-22,PO807736,U024,CC128,6228,False,none
INV00003149,341036971,Georges SA,FR1814586833901981794695489,607.48,EUR,2025-09-21,2025-09-22,PO686655,U024,CC446,6132,False,none
INV00000969,578759856,Garnier S.A. SCI,FR2889868180978875439435353,219.32,EUR,2024-09-02,2024-09-04,PO780748,U002,CC179,6068,False,none
INV00000322,481491778,Da Silva S.A.S. EURL,FR1131814396661347323549401,353.54,EUR,2025-11-09,2025-11-12,PO988494,U025,CC177,6068,False,none
INV00003459,628900287,Dupont SA,FR1072311127128524648449411,758.92,EUR,2025-12-09,2025-12-12,PO414585,U017,CC105,6063,False,none
INV00004272,783908470,Laurent SARL,FR1858877043581128801336138,99.91,EUR,2024-01-30,2024-02-03,PO134118,U024,CC593,6061,False,none
INV00004410,721811437,Lebrun Boutin S.A. SCI,FR8889218785193583749079779,915.39,EUR,2024-06-04,2024-06-07,PO510360,U024,CC473,6068,False,none
INV00000670,375265479,Chartier SASU,FR8312871539915668633414111,16299.84,EUR,2024-11-19,2024-11-22,PO999595,U002,CC412,6181,False,none
INV00001918,977236929,Moreau EURL,FR7191767993593744039464083,1656.87,EUR,2024-02-12,2024-02-19,PO866463,U026,CC650,6132,False,none
INV00003919,955439376,Vaillant S.A.R.L. SASU,FR2592082832308981388158814,356.07,EUR,2024-10-29,2024-11-05,PO605181,U023,CC660,6132,False,none
INV00001770,239431290,Diaz SAS,FR7139527536749785249141686,745.84,EUR,2024-12-20,2024-12-26,PO145090,U026,CC196,6181,False,none
INV00001946,918255371,Masson Aubert SARL SARL,FR9626650237416787256862110,57.16,EUR,2024-11-12,2024-11-12,PO584153,U026,CC664,6065,False,none
INV00004159,510702966,David SARL,FR5150954930596601864876998,1496.75,EUR,2025-03-26,2025-03-29,PO507193,U018,CC950,6135,False,none
INV00000881,327648350,Vallée SCI,FR8736026064746872343098050,730.0,EUR,2025-11-27,2025-12-04,,U009,CC945,6063,False,none
INV00000291,952111790,Pages SAS,FR0979050404333353849516321,651.55,EUR,2025-06-25,2025-06-30,PO996677,U016,CC899,6068,False,none
INV00004239,466711684,Martel SCI,FR4166205634111595034281139,3310.57,EUR,2025-12-13,2025-12-17,PO752911,U007,CC611,6068,False,none
INV00001200,432225913,Ruiz Rémy SA SASU,FR8391090326714949819421794,8558.44,EUR,2025-12-10,2025-12-12,PO255486,U006,CC415,6065,False,none
INV00000533,100225579,Menard Brunel S.A. SARL,FR8520715116966672521452647,9.54,EUR,2025-11-02,2025-11-08,PO961784,U018,CC875,6061,False,none
INV00001705,193466766,Goncalves SASU,FR8549561213773062604235973,275.78,EUR,2025-09-15,2025-09-19,PO326632,U006,CC883,6135,False,none
INV00001697,474517123,Moreau Labbé SA SAS,FR7233542168942104478985625,1441.89,EUR,2024-10-12,2024-10-13,PO916101,U008,CC184,6228,False,none
INV00003650,278681447,Fontaine Laurent S.A.S. SCI,FR5109391119269212447174654,885.33,EUR,2024-03-24,2024-03-28,PO366263,U029,CC880,6063,False,none
INV00003038,567982507,Delahaye EURL,FR7667146283143598926256609,485.55,EUR,2025-05-26,2025-05-26,PO974613,U015,CC676,6181,False,none
INV00001839,788191485,Royer S.A. SASU,FR9390018513279724572308481,2146.42,EUR,2025-10-04,2025-10-08,PO497315,U004,CC983,6061,False,none
INV00000657,510702966,David SARL,FR5150954930596601864876998,1936.21,EUR,2024-08-01,2024-08-03,PO187298,U008,CC792,6181,False,none
